"","Title","Authors","Source Title","Publication Year","Total Citations"
"767","Multiphase Chemistry Controls Inorganic Chlorinated and Nitrogenated Compounds in Indoor Air during Bleach Cleaning","Kahan;Goldstein;Farmer;Abbatt;Ruiz;Shiraiwa;Vance","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2020,24
"768","Photolysis-driven indoor air chemistry following cleaning of hospital wards","Kahan;Carslaw","INDOOR AIR",2020,4
"769","Hydrogen Peroxide Emission and Fate Indoors during Non-bleach Cleaning: A Chamber and Modeling Study","Kahan;Young;Carslaw;VandenBoer","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2020,1
"770","Overview of HOMEChem: House Observations of Microbial and Environmental Chemistry","Kahan;Goldstein;Novoselac;Farmer;Abbatt;Ruiz;Vance;Stevens;O'Brien;Grassian;Nazaroff","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2019,61
"771","Illuminating the dark side of indoor oxidants","Kahan;Young","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2019,22
"772","Role of location, season, occupant activity, and chemistry in indoor ozone and nitrogen oxide mixing ratios","Kahan;Young;VandenBoer","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2019,12
"773","Formation and emission of hydrogen chloride in indoor air","Kahan;Young;VandenBoer","INDOOR AIR",2019,12
"774","Time-Resolved Measurements of Nitric Oxide, Nitrogen Dioxide, and Nitrous Acid in an Occupied New York Home","Kahan;Young;VandenBoer","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2018,40
"775","A Pinch of Salt Is All It Takes: Chemistry at the Frozen Water Surface","Kahan;Donaldson","Accounts of chemical research",2014,38
"776","A review of air–ice chemical and physical interactions (AICI): liquids, quasi-liquids, and solids in snow","Kahan;Abbatt;McNeill","Atmospheric chemistry and physics",2014,214
"777","Relationship between snow microstructure and physical and chemical processes.","Kahan;Abbatt","Atmospheric Chemistry & Physics Discussions",2012,32
"778","Organics in environmental ices: sources, chemistry, and impacts","Kahan;Donaldson;Abbatt;McNeill","Atmospheric Chemistry and Physics",2012,114
"779","Absolute ozone absorption cross section in the Huggins Chappuis minimum (350-470 nm) at 296 K","Kahan;Young","ATMOSPHERIC CHEMISTRY AND PHYSICS",2011,27
"780","Mechanism of Aqueous-Phase Ozonation of S(IV)","Kahan;Donaldson","JOURNAL OF PHYSICAL CHEMISTRY A",2010,6
"781","Different photolysis kinetics at the surface of frozen freshwater vs. frozen salt solutions","Kahan;Donaldson","Atmospheric Chemistry and Physics",2010,37
"782","Benzene photolysis on ice: Implications for the fate of organic contaminants in the winter","Kahan;Donaldson","Environmental science & technology",2010,64
"783","Anthracene photolysis in aqueous solution and ice: Photon flux dependence and comparison of kinetics in bulk ice and at the air− ice interface","Kahan;Donaldson","Environmental science & technology",2010,52
"784","Mechanism of aqueous-phase ozonation of S (IV)","Kahan;Donaldson","The Journal of Physical Chemistry A",2010,6
"785","Hydroxyl radical reactivity at the air-ice interface","Kahan;Donaldson","Atmospheric Chemistry and Physics",2010,44
"786","Self-association of naphthalene at the air− ice interface","Kahan;Donaldson","The Journal of Physical Chemistry A",2009,46
"787","Heterogeneous ozonation kinetics of phenanthrene at the air–ice interface","Kahan;Donaldson","Environmental Research Letters",2008,45
"788","N2O5 uptake coefficients and nocturnal NO2 removal rates determined from ambient wintertime measurements","VandenBoer;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2013,59
"789","Nocturnal loss and daytime source of nitrous acid through reactive uptake and displacement","VandenBoer;Young","NATURE GEOSCIENCE",2015,55
"790","On the temperature dependence of organic reactivity, nitrogen oxides, ozone production, and the impact of emission controls in San Joaquin Valley, California","VandenBoer;Goldstein;Wennberg","ATMOSPHERIC CHEMISTRY AND PHYSICS",2014,47
"791","Time-Resolved Measurements of Nitric Oxide, Nitrogen Dioxide, and Nitrous Acid in an Occupied New York Home","VandenBoer;Young;Kahan","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2018,40
"792","Insights into Secondary Organic Aerosol Formation Mechanisms from Measured Gas/Particle Partitioning of Specific Organic Tracer Compounds","VandenBoer;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2013,40
"793","Fine-scale simulation of ammonium and nitrate over the South Coast Air Basin and San Joaquin Valley of California during CalNex-2010","VandenBoer;de Gouw","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2014,39
"794","The primary and recycling sources of OH during the NACHTT-2011 campaign: HONO as an important OH primary source in the wintertime","VandenBoer;Williams;Young;Williams","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2014,37
"795","Formation and growth of ultrafine particles from secondary sources in Bakersfield, California","VandenBoer;Goldstein","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2012,37
"796","An Atmospheric Constraint on the NO2 Dependence of Daytime Near-Surface Nitrous Acid (HONO)","VandenBoer;Goldstein;Young;Stevens","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2015,17
"797","Selective decontamination of the reactive air pollutant nitrous acid via node-linker cooperativity in a metal-organic framework","VandenBoer;Young","CHEMICAL SCIENCE",2019,16
"798","Role of location, season, occupant activity, and chemistry in indoor ozone and nitrogen oxide mixing ratios","VandenBoer;Young;Kahan","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2019,12
"799","Formation and emission of hydrogen chloride in indoor air","VandenBoer;Young;Kahan","INDOOR AIR",2019,12
"800","Development of a gas phase source for perfluoroalkyl acids to examine atmospheric sampling methods","VandenBoer;Young","ANALYST",2016,5
"801","Passive sampling capabilities for ultra-trace quantitation of atmospheric nitric acid (HNO3) in remote environments","VandenBoer;Young","ATMOSPHERIC ENVIRONMENT",2018,4
"802","A portable, robust, stable, and tunable calibration source for gas-phase nitrous acid (HONO)","VandenBoer;Young","ATMOSPHERIC MEASUREMENT TECHNIQUES",2020,3
"803","Hydrogen Peroxide Emission and Fate Indoors during Non-bleach Cleaning: A Chamber and Modeling Study","VandenBoer;Young;Carslaw;Kahan","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2020,1
"804","Quantitation of amino sugar stereoisomer and muramic acid biomarkers by hydrophilic interaction liquid chromatography-mass spectrometry","VandenBoer;Young","JOURNAL OF CHROMATOGRAPHY A",2020,1
"805","Validation of a new cavity ring-down spectrometer for measuring tropospheric gaseous hydrogen chloride","VandenBoer;Young","ATMOSPHERIC MEASUREMENT TECHNIQUES",2021,0
"806","Aqueous aerosol SOA formation: impact on aerosol physical properties","McNeill;Ruiz","FARADAY DISCUSSIONS",2013,40
"807","Ammonium Addition (and Aerosol pH) Has a Dramatic Impact on the Volatility and Yield of Glyoxal Secondary Organic Aerosol","McNeill;Turpin","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2014,42
"808","Volatility of methylglyoxal cloud SOA formed through OH radical oxidation and droplet evaporation","McNeill;Turpin","ATMOSPHERIC ENVIRONMENT",2016,16
"809","Organic Peroxides and Sulfur Dioxide in Aerosol: Source of Particulate Sulfate","McNeill;Abbatt","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2019,19
"810","Indoor Surface Chemistry: Developing a Molecular Picture of Reactions on Indoor Interfaces","McNeill;Ault;Donaldson;Farmer;Morrison;Shiraiwa;Vance;Carslaw;O'Brien;Grassian","CHEM",2020,10
"811","A laboratory investigation of light scattering from representative components of mineral dust aerosol at a wavelength of 550 nm","Grassian;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2008,58
"812","Coupled infrared extinction and size distribution measurements for several clay components of mineral dust aerosol","Grassian;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2008,50
"813","Coupled infrared extinction spectra and size distribution measurements for several non-clay components of mineral dust aerosol (quartz, calcite, and dolomite)","Grassian;Young","ATMOSPHERIC ENVIRONMENT",2008,32
"814","Extinction spectra of mineral dust aerosol components in an environmental aerosol chamber: IR resonance studies","Grassian;Young","ATMOSPHERIC ENVIRONMENT",2008,11
"815","Reactive uptake of acetic acid on calcite and nitric acid reacted calcite aerosol in an environmental reaction chamber","Grassian;Young","PHYSICAL CHEMISTRY CHEMICAL PHYSICS",2008,37
"816","Effect of Ozone and Relative Humidity on the Heterogeneous Uptake of Octamethylcyclotetrasiloxane and Decamethylcyclopentasiloxane on Model Mineral Dust Aerosol Components","Grassian;Young","JOURNAL OF PHYSICAL CHEMISTRY A",2009,13
"817","Heterogeneous uptake of octamethylcyclotetrasiloxane (D-4) and decamethylcyclopentasiloxane (D-5) onto mineral dust aerosol under variable RH conditions","Grassian;Young","ATMOSPHERIC ENVIRONMENT",2009,19
"818","T-matrix studies of aerosol particle shape effects on IR resonance spectral line profiles and comparison with an experiment","Grassian;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2009,15
"819","A Kinetic Study of Ozone Decomposition on Illuminated Oxide Surfaces","Grassian;Young","JOURNAL OF PHYSICAL CHEMISTRY A",2011,37
"820","Heterogeneous Photochemistry of Trace Atmospheric Gases with Components of Mineral Dust Aerosol","Grassian;Young","JOURNAL OF PHYSICAL CHEMISTRY A",2011,48
"821","Visible light scattering study at 470, 550, and 660 nm of components of mineral dust aerosol: Hematite and goethite","Grassian;Young","JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER",2011,25
"822","Evidence for particle size-shape correlations in the optical properties of silicate clay aerosol","Grassian;Young","JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER",2012,11
"823","Infrared extinction spectra of mineral dust aerosol: Single components and complex mixtures","Grassian;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2012,15
"824","A combined laboratory and modeling study of the infrared extinction and visible light scattering properties of mineral dust aerosol","Grassian;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2013,10
"825","Impact of marine biogeochemistry on the chemical mixing state and cloud forming ability of nascent sea spray aerosol","Grassian;Ault;Prather","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2013,66
"826","Infrared extinction spectroscopy and micro-Raman spectroscopy of select components of mineral dust mixed with organic compounds","Grassian;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2013,24
"827","Heterogeneous Reactivity of Nitric Acid with Nascent Sea Spray Aerosol: Large Differences Observed between and within Individual Particles","Grassian;Ault;Prather","JOURNAL OF PHYSICAL CHEMISTRY LETTERS",2014,48
"828","Infrared Optical Constants of Organic Aerosols: Organic Acids and Model Humic-Like Substances (HULIS)","Grassian;Young","AEROSOL SCIENCE AND TECHNOLOGY",2014,7
"829","Toxicity assessment of zinc oxide nanoparticles using sub-acute and sub-chronic murine inhalation models","Grassian;Ault","PARTICLE AND FIBRE TOXICOLOGY",2014,120
"830","Optical properties of selected components of mineral dust aerosol processed with organic acids and humic material","Grassian;Young","JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES",2015,16
"831","Heterogeneous Chemistry of Lipopolysaccharides with Gas-Phase Nitric Acid: Reactive Sites and Reaction Pathways","Grassian;Prather","JOURNAL OF PHYSICAL CHEMISTRY A",2016,12
"832","NanoEHS - defining fundamental science needs: no easy feat when the simple itself is complex","Grassian;Young","ENVIRONMENTAL SCIENCE-NANO",2016,46
"833","Optical and Physicochemical Properties of Brown Carbon Aerosol: Light Scattering, FTIR Extinction Spectroscopy, and Hygroscopic Growth","Grassian;Young","JOURNAL OF PHYSICAL CHEMISTRY A",2016,32
"834","Sea spray aerosol as a unique source of ice nucleating particles","Grassian;Ault;Abbatt;Prather","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",2016,193
"835","Optical Properties of Humic Material Standards: Solution Phase and Aerosol Measurements","Grassian;Young","ACS EARTH AND SPACE CHEMISTRY",2018,9
"836","Optical Property Measurements and Single Particle Analysis of Secondary Organic Aerosol Produced from the Aqueous-Phase Reaction of Ammonium Sulfate with Methylglyoxal","Grassian;Young","ACS EARTH AND SPACE CHEMISTRY",2018,5
"837","A molecular picture of surface interactions of organic compounds on prevalent indoor surfaces: limonene adsorption on SiO2","Grassian;Shiraiwa","CHEMICAL SCIENCE",2019,26
"838","Overview of HOMEChem: House Observations of Microbial and Environmental Chemistry","Grassian;Goldstein;Novoselac;Farmer;Abbatt;Ruiz;Vance;Stevens;O'Brien;Kahan;Nazaroff","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2019,61
"839","Challenges and Opportunities in Molecular-Level Indoor Surface Chemistry and Physics","Grassian;Geiger","CELL REPORTS PHYSICAL SCIENCE",2020,2
"840","Glass surface evolution following gas adsorption and particle deposition from indoor cooking events as probed by microspectroscopic analysis","Grassian;Farmer;Rim;Vance;O'Brien","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2020,4
"841","Indoor Surface Chemistry: Developing a Molecular Picture of Reactions on Indoor Interfaces","Grassian;Ault;Donaldson;Farmer;Morrison;Shiraiwa;Vance;Carslaw;O'Brien;McNeill","CHEM",2020,10
"842","Liquid Sampling-Atmospheric Pressure Glow Discharge Ionization as a Technique for the Characterization of Salt-Containing Organic Samples","Grassian;Prather","ANALYTICAL CHEMISTRY",2020,3
"843","Emerging investigator series: chemical and physical properties of organic mixtures on indoor surfaces during HOMEChem","Grassian;Shiraiwa;O'Brien","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2021,0
"844","Chamber Bioaerosol Study: Outdoor Air and Human Occupants as Sources of Indoor Airborne Microbes","Nazaroff;Adams","PLOS ONE",2015,106
"845","Energy and Cost Associated with Ventilating Office Buildings in a Tropical Climate","Nazaroff;Rim","PLOS ONE",2015,26
"846","Indoor chemistry: research opportunities and challenges","Nazaroff;Goldstein","INDOOR AIR",2015,51
"847","Siloxanes Are the Most Abundant Volatile Organic Compound Emitted from Engineering Students in a Classroom","Nazaroff;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS",2015,66
"848","Chamber bioaerosol study: human emissions of size-resolved fluorescent biological aerosol particles","Nazaroff;Adams","INDOOR AIR",2016,70
"849","Ozone reaction with interior building materials: Influence of diurnal ozone variation, temperature and humidity","Nazaroff;Rim","ATMOSPHERIC ENVIRONMENT",2016,25
"850","Sensation of draft at uncovered ankles for women exposed to displacement ventilation and underfloor air distribution systems","Nazaroff;Rim","BUILDING AND ENVIRONMENT",2016,31
"851","Volatile Organic Compound Emissions from Humans Indoors","Nazaroff;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2016,94
"852","Microbes and associated soluble and volatile chemicals on periodically wet household surfaces","Nazaroff;Goldstein;Adams","MICROBIOME",2017,26
"853","Detailed investigation of ventilation rates and airflow patterns in a northern California residence","Nazaroff;Goldstein","INDOOR AIR",2018,22
"854","Fluorescent biological aerosol particles: Concentrations, emissions, and exposures in a northern California residence","Nazaroff;Goldstein","INDOOR AIR",2018,12
"855","Measurement of NO3 and N2O5 in a Residential Kitchen","Nazaroff;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS",2018,24
"856","Characterizing Airborne Phthalate Concentrations and Dynamics in a Normally Occupied Residence","Nazaroff;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2019,20
"857","Characterizing sources and emissions of volatile organic compounds in a northern California residence using space- and time-resolved measurements","Nazaroff;Goldstein","INDOOR AIR",2019,39
"858","Clothing-Mediated Exposures to Chemicals and Particles","Nazaroff;Morrison","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2019,22
"859","Heterogeneous Ozonolysis of Squalene: Gas-Phase Products Depend on Water Vapor Concentration","Nazaroff;Goldstein;Williams;Williams","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2019,15
"860","Overview of HOMEChem: House Observations of Microbial and Environmental Chemistry","Nazaroff;Goldstein;Novoselac;Farmer;Abbatt;Ruiz;Vance;Stevens;O'Brien;Kahan;Grassian","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2019,61
"861","Sources and dynamics of semivolatile organic compounds in a single-family residence in northern California","Nazaroff;Goldstein","INDOOR AIR",2019,30
"862","Indoor Particulate Matter during HOMEChem: Concentrations, Size Distributions, and Exposures","Nazaroff;Goldstein;Farmer;Vance","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2020,27
"863","Surface Emissions Modulate Indoor SVOC Concentrations through Volatility-Dependent Partitioning","Nazaroff;Goldstein;Vance","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2020,12
"864","Surface reservoirs dominate dynamic gas-surface partitioning of many indoor air constituents","Nazaroff;Goldstein;Novoselac;Farmer;Abbatt;Vance","SCIENCE ADVANCES",2020,36
"865","High-Resolution Exposure Assessment for Volatile Organic Compounds in Two California Residences","Nazaroff;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2021,1
"866","How Do Indoor Environments Affect Air Pollution Exposure?","Nazaroff;Goldstein;Williams;Williams","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2021,3
"867","Indoor black carbon and brown carbon concentrations from cooking and outdoor penetration: insights from the HOMEChem study","Nazaroff;Farmer;Vance","ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS",2021,0
"868","Indoor emissions of total and fluorescent supermicron particles during HOMEChem","Nazaroff;Goldstein;Novoselac;Farmer;Vance","INDOOR AIR",2021,5
"869","Intake Fractions for Volatile Organic Compounds in Two Occupied California Residences","Nazaroff;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS",2021,0
"870","Large Emissions of Low-Volatility Siloxanes during Residential Oven Use","Nazaroff;Goldstein","ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS",2021,0
"871","Observing ozone chemistry in an occupied residence","Nazaroff;Goldstein","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",2021,6
"872","Volatile organic compound emissions during HOMEChem","Nazaroff;Goldstein;Novoselac;Farmer;Vance","INDOOR AIR",2021,0
